,ala_exch,gly_exch,arg_exch,asn_exch,asp_exch,cys_exch,glu_exch,gln_exch,his_exch,ile_exch,leu_exch,lys_exch,met_exch,phe_exch,ser_exch,thr_exch,trp_exch,tyr_exch,val_exch,pro_exch,aerobic
65,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
66,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
67,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
68,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
70,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
72,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
74,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
76,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
78,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
80,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
81,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
82,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
83,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
84,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
85,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
86,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
87,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
88,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
89,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
90,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
91,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
92,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
93,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
94,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
95,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
96,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
97,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
98,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
99,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
100,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
101,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
102,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
103,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
104,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
105,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
106,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
108,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
110,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
112,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
114,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
115,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
116,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
117,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
118,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
119,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
120,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
121,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
122,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
123,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
124,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
125,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
126,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
127,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
128,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
129,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
130,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
131,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
132,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
133,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
134,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
135,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
136,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
137,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
138,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
139,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
140,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
142,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
143,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
144,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
146,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
148,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
149,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
150,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
151,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
152,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
153,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
154,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
155,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
156,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
157,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
158,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
159,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
160,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
161,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
162,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
163,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
164,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
165,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
166,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
167,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
168,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
169,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
170,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
171,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
172,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
173,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
174,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
175,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
176,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
178,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
180,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
182,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
183,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
184,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
185,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
186,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
187,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
188,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
189,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
190,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
191,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
192,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
193,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
194,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
195,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
196,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
197,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
198,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
199,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
200,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
201,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
202,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
203,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
204,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
205,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
206,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
207,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
208,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
209,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
210,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
211,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
212,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
213,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
214,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
215,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
216,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
217,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
218,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
219,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0
220,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
221,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
222,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
223,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
224,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
225,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0
226,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
227,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0
228,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
229,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
230,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
231,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
232,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
233,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
234,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
235,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
236,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
237,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
238,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
239,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
240,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
241,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
242,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
243,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
244,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
245,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
246,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
247,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
248,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
249,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
250,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
251,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
252,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
253,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
254,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
255,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0
256,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
257,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
258,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
259,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
260,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
261,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
262,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
263,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
264,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
265,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
266,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
267,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
268,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
269,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
270,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
271,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
272,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
273,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0
274,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
275,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
276,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
277,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
278,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
279,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
280,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
281,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
282,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
283,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0
284,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
285,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
286,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
287,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
288,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
289,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
290,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
291,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
292,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
293,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
294,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
295,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
296,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
297,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
298,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
299,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
300,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
301,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
302,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
303,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
304,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
305,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
306,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
307,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
308,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
309,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
310,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
311,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
